,model,wav,ground,m0,s0,m1,s1,t
46,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c4d87be18775070120d383dd2b9991b7.wav,neutral,fear,0.998056173324585,enthusiasm,0.0012199592310935259,1.988178014755249
47,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ada0323e5f02a6ddf5d3e70999c466e6.wav,sad,fear,0.9997016787528992,sadness,0.00010035922605311498,1.988178014755249
48,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f282c1d87c6c497a9d26233c2c60689a.wav,sad,happiness,0.9709531664848328,fear,0.024559274315834045,1.988178014755249
49,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c9d561dd84d910c6a9b63219af48c93d.wav,neutral,fear,0.7074827551841736,enthusiasm,0.2097472995519638,1.988178014755249
50,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/43c039409784de0fee8d0c3472e51fd6.wav,neutral,neutral,0.835315465927124,enthusiasm,0.16282720863819122,1.988178014755249
51,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/45d65f3f8f8d40739d8d8684f413f467.wav,neutral,enthusiasm,0.9468616247177124,neutral,0.04145428538322449,1.988178014755249
52,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/e7fb6257f1dcc430a9c51a6595df0791.wav,neutral,neutral,0.503203272819519,enthusiasm,0.4962359368801117,1.988178014755249
53,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/302dc137833e5e989ef632751a6f940d.wav,sad,fear,0.999562680721283,enthusiasm,0.0002179294970119372,1.988178014755249
54,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d3b066ace4da2cb3376fcc136fad9b4e.wav,neutral,enthusiasm,0.416898250579834,neutral,0.38066813349723816,1.988178014755249
55,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8adc510262f5f954e29ff7a04a73a4c0.wav,angry,enthusiasm,0.829698920249939,fear,0.10522560775279999,1.988178014755249
56,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8adc510262f5f954e29ff7a04a73a4c0.wav,angry,enthusiasm,0.829698920249939,fear,0.10522560775279999,1.988178014755249
57,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d17a3750cfb93149cb58a85c289be187.wav,sad,fear,0.9994813799858093,enthusiasm,0.0002719321346376091,1.988178014755249
58,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/58942e06b81a7ad7ee8af33cde5a6b0d.wav,sad,fear,0.9996726512908936,enthusiasm,0.00011588455527089536,1.988178014755249
59,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/45d65f3f8f8d40739d8d8684f413f467.wav,neutral,enthusiasm,0.9468616247177124,neutral,0.04145428538322449,1.988178014755249
60,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7f5793acbb6717bb64ca9ffb47731ebd.wav,neutral,fear,0.9910386204719543,enthusiasm,0.006565543357282877,1.988178014755249
61,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d6a3c93ba82ee04ebd58494724b02285.wav,neutral,fear,0.9996812343597412,enthusiasm,0.00012025163596263155,1.988178014755249
62,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d1ee82564118c0a42a02efbb6205e1b8.wav,sad,fear,0.9983186721801758,sadness,0.001475640805438161,1.988178014755249
63,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/73e81294d5a9dbc7d6382bd60711148f.wav,positive,enthusiasm,0.9992130994796753,disgust,0.0005347289843484759,1.988178014755249
64,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/31da2f890e6ad4dfc277ded128dfeac9.wav,sad,fear,0.999659538269043,sadness,0.00013782504538539797,1.988178014755249
65,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bb90deba9b8b8026bc3e5983d195bf66.wav,sad,fear,0.9996376037597656,sadness,0.00020449041039682925,1.988178014755249
66,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c5bb62b96509eb1f83f7f9d067487b26.wav,neutral,enthusiasm,0.9389028549194336,neutral,0.05992075055837631,1.988178014755249
67,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/97f9aa2c0bf5466b4e45400b1a0cae41.wav,angry,happiness,0.9554333090782166,enthusiasm,0.01973932981491089,1.988178014755249
68,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/36073b2cfa2dfae25539e552044da815.wav,sad,fear,0.9996949434280396,enthusiasm,0.00010166605352424085,1.988178014755249
69,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/4057b3a5a54a7bcfb12b3bb9998bff9c.wav,sad,enthusiasm,0.9968429803848267,happiness,0.0015360121615231037,1.988178014755249
70,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bbf87968bf1b1e6c391960e1c22701c8.wav,sad,fear,0.9995225667953491,sadness,0.0003158990293741226,1.988178014755249
71,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/31da2f890e6ad4dfc277ded128dfeac9.wav,sad,fear,0.999659538269043,sadness,0.00013782504538539797,1.988178014755249
72,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c57ce7d6ba1f5d5525bc73a2ab86be3e.wav,angry,fear,0.992840051651001,enthusiasm,0.002601455431431532,1.988178014755249
73,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1c0fcb4340df29c2756215ccd36bd1e2.wav,neutral,fear,0.8301397562026978,sadness,0.16862086951732635,1.988178014755249
74,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/01bd1b6b90940bd73d40397a3ad9c397.wav,positive,enthusiasm,0.829431414604187,neutral,0.15615439414978027,1.988178014755249
75,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/5355689b271dd6442e3479aab1d965a4.wav,neutral,neutral,0.9666604399681091,enthusiasm,0.0282145906239748,1.988178014755249
76,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/42ad4c8ef078799af9e7123cd2fc9089.wav,neutral,neutral,0.9459922313690186,enthusiasm,0.03352092206478119,1.988178014755249
77,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/302dc137833e5e989ef632751a6f940d.wav,neutral,fear,0.999562680721283,enthusiasm,0.0002179294970119372,1.988178014755249
78,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a14e0429338c53d095d261cab1cdc2ca.wav,sad,fear,0.9985798597335815,enthusiasm,0.0008067992166616023,1.988178014755249
79,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/97f9aa2c0bf5466b4e45400b1a0cae41.wav,angry,happiness,0.9554333090782166,enthusiasm,0.01973932981491089,1.988178014755249
80,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/88058c2f3c43e83e76d1273564970e16.wav,neutral,neutral,0.9759137034416199,enthusiasm,0.02230101265013218,1.988178014755249
81,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/009bff3c48271cd56f085ad4217cbcb2.wav,neutral,enthusiasm,0.541986346244812,neutral,0.45722338557243347,1.988178014755249
82,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d1ee82564118c0a42a02efbb6205e1b8.wav,sad,fear,0.9983186721801758,sadness,0.001475640805438161,1.988178014755249
83,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/70d6ee1476cc27ebeb94df60086ec389.wav,neutral,fear,0.9307236075401306,sadness,0.06530311703681946,1.988178014755249
84,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1c794e102e86b1227e3ac1f343f53981.wav,sad,neutral,0.6350407004356384,enthusiasm,0.27610886096954346,1.988178014755249
85,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/e19f065498cd3f74ca75fed7b18e599d.wav,neutral,neutral,0.9507038593292236,enthusiasm,0.037887781858444214,1.988178014755249
86,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cd93a17ea2508acb1ba1fbbf3ae91bba.wav,neutral,neutral,0.9983320832252502,enthusiasm,0.0011340760393068194,1.988178014755249
87,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/46d10834cbdeb2a335d20f7769ea8d29.wav,sad,fear,0.9901763796806335,sadness,0.008688317611813545,1.988178014755249
88,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1f3a87af6fea09bbd214905bab0cccc1.wav,neutral,fear,0.9996813535690308,happiness,8.836529013933614e-05,1.988178014755249
89,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/178094dc267907ad768977c829676e3a.wav,neutral,fear,0.9724259376525879,enthusiasm,0.014756174758076668,1.988178014755249
90,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7c938c23b7074100ebcb303290b2a916.wav,neutral,fear,0.9996181726455688,sadness,0.00016683108697179705,1.988178014755249
91,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/5842e4b8802e126ce437354938608f66.wav,neutral,neutral,0.7264271974563599,enthusiasm,0.27190446853637695,1.988178014755249
92,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a144177a9ed7ee20fd0f84e80519bf3d.wav,neutral,fear,0.9732792377471924,enthusiasm,0.024870069697499275,1.988178014755249
93,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7c938c23b7074100ebcb303290b2a916.wav,sad,fear,0.9996181726455688,sadness,0.00016683108697179705,1.988178014755249
94,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6d78db336b729886b4014ec8d7ad4d56.wav,sad,sadness,0.6498231887817383,fear,0.3134332597255707,1.988178014755249
95,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c24ca66f712ab6d9b7d2e6036ea01fbd.wav,neutral,fear,0.958034098148346,sadness,0.04109366238117218,1.988178014755249
96,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/06469531ed9269e1702cf1a9aedd716e.wav,neutral,enthusiasm,0.9929090738296509,neutral,0.006867163348942995,1.988178014755249
97,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7fcbf3838f3af9b85eb796ffcddd5802.wav,neutral,enthusiasm,0.8771680593490601,neutral,0.12229907512664795,1.988178014755249
98,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bf831fbd2c01e6904b0e5366cb3790f9.wav,sad,neutral,0.683413028717041,sadness,0.3156158924102783,1.988178014755249
99,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/4679402c1eeab016ad15b3ce58bde95c.wav,sad,fear,0.9994527697563171,enthusiasm,0.00024128294899128377,1.988178014755249
100,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bc1fefdfac46d012f4a23a134514ffea.wav,neutral,sadness,0.5282962322235107,fear,0.4694920778274536,1.988178014755249
101,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/55052e70bd97381db48c813734dfd6e4.wav,sad,neutral,0.9909340143203735,enthusiasm,0.00424302089959383,1.988178014755249
102,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/edfb5a789ea6bd8ea49f45a456503f9a.wav,neutral,sadness,0.7274625897407532,neutral,0.26266536116600037,1.988178014755249
103,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d893d560e540c0c34de1ec9a779bde67.wav,neutral,neutral,0.9987345337867737,enthusiasm,0.0008681604522280395,1.988178014755249
104,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/f24da035d5165d33e81d4bdc982c9896.wav,sad,fear,0.9995972514152527,enthusiasm,0.00013114568719174713,1.988178014755249
105,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d3b066ace4da2cb3376fcc136fad9b4e.wav,neutral,enthusiasm,0.416898250579834,neutral,0.38066813349723816,1.988178014755249
106,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/43c039409784de0fee8d0c3472e51fd6.wav,neutral,neutral,0.835315465927124,enthusiasm,0.16282720863819122,1.988178014755249
107,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cd70b8083f0d65c109c5ff495260724c.wav,neutral,disgust,0.9173728823661804,neutral,0.05457020178437233,1.988178014755249
108,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/6d78db336b729886b4014ec8d7ad4d56.wav,sad,sadness,0.6498231887817383,fear,0.3134332597255707,1.988178014755249
109,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/306e0c8a1ffc3e9c9df6d75452a2a236.wav,neutral,fear,0.979720950126648,enthusiasm,0.017373960465192795,1.988178014755249
110,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/302dc137833e5e989ef632751a6f940d.wav,neutral,fear,0.999562680721283,enthusiasm,0.0002179294970119372,1.988178014755249
111,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/d0cf1a59c16ec413051095af4d89aace.wav,angry,fear,0.6585865616798401,disgust,0.3344634175300598,1.988178014755249
112,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/009bff3c48271cd56f085ad4217cbcb2.wav,neutral,enthusiasm,0.541986346244812,neutral,0.45722338557243347,1.988178014755249
113,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/c5bb62b96509eb1f83f7f9d067487b26.wav,neutral,enthusiasm,0.9389028549194336,neutral,0.05992075055837631,1.988178014755249
114,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1a7ec19d272157c1d8a3d9fabf1b9717.wav,neutral,fear,0.9995954632759094,enthusiasm,0.00019851762044709176,1.988178014755249
115,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b4a9596475b9810cd2edbcea457ea651.wav,neutral,enthusiasm,0.9997368454933167,disgust,7.354077388299629e-05,1.988178014755249
116,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/cc2a1557761ec42d820af6b78bb7144b.wav,sad,fear,0.7417677044868469,sadness,0.2232377678155899,1.988178014755249
117,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/23d49916841bbbacccea6638bd8b05c9.wav,neutral,fear,0.6287856698036194,disgust,0.3516344130039215,1.988178014755249
118,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fac4e3a9599d25160e5547c8aacd4859.wav,angry,fear,0.8843842148780823,disgust,0.07972507178783417,1.988178014755249
119,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bb90deba9b8b8026bc3e5983d195bf66.wav,neutral,fear,0.9996376037597656,sadness,0.00020449041039682925,1.988178014755249
120,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/302dc137833e5e989ef632751a6f940d.wav,sad,fear,0.999562680721283,enthusiasm,0.0002179294970119372,1.988178014755249
121,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/99ede4fbb9aa044bc8bd69e6a4a173d1.wav,neutral,enthusiasm,0.9843446612358093,neutral,0.014880342409014702,1.988178014755249
122,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/a3f6da764b1a595601801958e1af3006.wav,other,enthusiasm,0.9971745014190674,neutral,0.0018481988226994872,1.988178014755249
123,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/7ca6667bf53075b97e2af243672e9703.wav,neutral,fear,0.9626535177230835,sadness,0.03194528445601463,1.988178014755249
124,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/ddefff5d0ebd7dcd0d787027f7eb13f7.wav,sad,fear,0.9996680021286011,sadness,0.0001323317119386047,1.988178014755249
125,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/b6f656cc77b0c731b1b58571392bf17a.wav,sad,fear,0.9795258045196533,sadness,0.01713676005601883,1.988178014755249
126,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/bd6d3e6c6c63fc0b87f83749da196d85.wav,neutral,fear,0.9996471405029297,sadness,0.00014228229701984674,1.988178014755249
127,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8a14265721a5a1527bc06fb4e2bde2d9.wav,neutral,fear,0.8099648952484131,sadness,0.1474328637123108,1.988178014755249
128,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/1051145969a460dce5d726a19b5314ae.wav,sad,fear,0.9971844553947449,sadness,0.0024168805684894323,1.988178014755249
129,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/fc16fcb1483d75975f02eb3c83ad14e5.wav,neutral,fear,0.9989645481109619,enthusiasm,0.0005127261392772198,1.988178014755249
130,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/23d49916841bbbacccea6638bd8b05c9.wav,neutral,fear,0.6287856698036194,disgust,0.3516344130039215,1.988178014755249
131,Aniemore/wavlm-emotion-russian-resd,dataset/dusha/podcast_train/wavs/8cb3589212643621f53a1277c628c103.wav,neutral,enthusiasm,0.9655309319496155,neutral,0.03416765481233597,1.988178014755249
